"TwitterUserName","TwitterUser","TwitterUrl","TwitterElement","MastodonUser","MastodonInstance","MastodonAccountAddress","MastodonUrl","IsValidDomain"
"bridgetkromhout","Bridget Kromhout","https://twitter.com/bridgetkromhout","Description","@bridgetkromhout","hachyderm.io","@bridgetkromhout@hachyderm.io","https://hachyderm.io/@bridgetkromhout","True"
"bweissman","Ben Weissman (he/him)","https://twitter.com/bweissman","Description","@bweissman","dataplatform.social","@bweissman@dataplatform.social","https://dataplatform.social/@bweissman","True"
"CharlieSQL","Charlie Wells","https://twitter.com/CharlieSQL","Description","@CharlieSQL","dataplatform.social","@CharlieSQL@dataplatform.social","https://dataplatform.social/@CharlieSQL","True"
"ChrisAdkin8","Chris Adkin 🌻🇺🇦","https://twitter.com/ChrisAdkin8","Description","@chrisadkin","mastodon.iriseden.eu.","@chrisadkin@mastodon.iriseden.eu","https://mastodon.iriseden.eu./@chrisadkin","True"
"cl","@cl@dbatools.io 🐀","https://twitter.com/cl","Name","@cl","dbatools.io","@cl@dbatools.io","https://dbatools.io/@cl","True"
"clairegiordano","Claire Giordano ✨ @clairegiordano@hachyderm.io","https://twitter.com/clairegiordano","Name","@clairegiordano","hachyderm.io","@clairegiordano@hachyderm.io","https://hachyderm.io/@clairegiordano","True"
"ClaudioESSilva","Cláudio Silva","https://twitter.com/ClaudioESSilva","Description","@claudioessilva","dataplatform.social","@claudioessilva@dataplatform.social","https://dataplatform.social/@claudioessilva","True"
"claz0r","cla","https://twitter.com/claz0r","UrlEntity","@claz0r","mastodon.world","@claz0r@mastodon.world","https://mastodon.world/@claz0r","True"
"ColinMackay","Colin 🏳️‍🌈 (he/him)","https://twitter.com/ColinMackay","Description","@colinmackay","mastodon.Scot","@colinmackay@mastodon.Scot","https://mastodon.Scot/@colinmackay","True"
"cooperx86","peter cooper @cooper@x86.social","https://twitter.com/cooperx86","Name","@cooper","x86.social","@cooper@x86.social","https://x86.social/@cooper","True"
"CPorteous","Craig Porteous","https://twitter.com/CPorteous","Description","@cporteous","techhub.social","@cporteous@techhub.social","https://techhub.social/@cporteous","True"
"craigmarch","Craig March","https://twitter.com/craigmarch","Description","@craigmarch","home.social","@craigmarch@home.social","https://home.social/@craigmarch","True"
"cwebb_bi","Christopher Webb","https://twitter.com/cwebb_bi","Description","@chrisw3bb","vivaldi.net","@chrisw3bb@vivaldi.net","https://vivaldi.net/@chrisw3bb","True"
"dalehirt","Dale Hirt 🇺🇸 🇵🇷","https://twitter.com/dalehirt","Description","@dalehirt","counter.social","@dalehirt@counter.social","https://counter.social/@dalehirt","True"
"damovisa","Damian Brady 🥑 🏠","https://twitter.com/damovisa","UrlEntity","@damovisa","hachyderm.io","@damovisa@hachyderm.io","https://hachyderm.io/@damovisa","True"
"DataMechanic","Michael Lintonen","https://twitter.com/DataMechanic","Description","@DataMechanic","techhub.social","@DataMechanic@techhub.social","https://techhub.social/@DataMechanic","True"
"DataScotland","DATA:Scotland","https://twitter.com/DataScotland","Description","@DataScotland","techhub.social","@DataScotland@techhub.social","https://techhub.social/@DataScotland","True"
"david_das_neves","David das Neves","https://twitter.com/david_das_neves","Description","@daviddasneves","ioc.exchange","@daviddasneves@ioc.exchange","https://ioc.exchange/@daviddasneves","True"
"dennylee","dennylee","https://twitter.com/dennylee","Description","@dennyglee","hacky.town","@dennyglee@hacky.town","https://hacky.town/@dennyglee","True"
"Der_Pesse","Samuel Nitsche","https://twitter.com/Der_Pesse","Description","@pesse","mastodon.social","@pesse@mastodon.social","https://mastodon.social/@pesse","True"
"DerFredo","Thomas Hütter • 🇩🇪","https://twitter.com/DerFredo","Description","@DerFredo","techhub.social","@DerFredo@techhub.social","https://techhub.social/@DerFredo","True"
"dhmacher","Daniel Hutmacher","https://twitter.com/dhmacher","Description","@dhmacher","dataplatform.social","@dhmacher@dataplatform.social","https://dataplatform.social/@dhmacher","True"
"dieterdemeyer","Dieter De Meyer","https://twitter.com/dieterdemeyer","Description","@dieterdemeyer","hachyderm.io","@dieterdemeyer@hachyderm.io","https://hachyderm.io/@dieterdemeyer","True"
"DirkHondong","Dirk Hondong | @DirkHondong@nrw.social on Mastodon","https://twitter.com/DirkHondong","Name","@DirkHondong","nrw.social","@DirkHondong@nrw.social","https://nrw.social/@DirkHondong","True"
"drguthals","Dr G","https://twitter.com/drguthals","UrlEntity","@drguthals","mstdn.social","@drguthals@mstdn.social","https://mstdn.social/@drguthals","True"
"erinstellato","Erin Stellato","https://twitter.com/erinstellato","Description","@erinstellato","mas.to","@erinstellato@mas.to","https://mas.to/@erinstellato","True"
"ExcelAnalytics","Systems Modelling","https://twitter.com/ExcelAnalytics","Description","@ExcelAnalytics","Mastodon.world","@ExcelAnalytics@Mastodon.world","https://Mastodon.world/@ExcelAnalytics","True"
"feik","Ingo","https://twitter.com/feik","UrlEntity","@feik","social.cologne","@feik@social.cologne","https://social.cologne/@feik","True"
"FranckPachot","Franck Pachot 🛬 re:Invent","https://twitter.com/FranckPachot","UrlEntity","@FranckPachot","mastodon.social","@FranckPachot@mastodon.social","https://mastodon.social/@FranckPachot","True"
"funkysi1701","Simon Foster @funkysi1701@hachyderm.io","https://twitter.com/funkysi1701","Name","@funkysi1701","hachyderm.io","@funkysi1701@hachyderm.io","https://hachyderm.io/@funkysi1701","True"
"GastonFCruz","Gaston Cruz @Slalom @gastoncruz@mastodon.social","https://twitter.com/GastonFCruz","Name","@gastoncruz","mastodon.social","@gastoncruz@mastodon.social","https://mastodon.social/@gastoncruz","True"
"GBrayUT","Greg Bray 🇺🇦","https://twitter.com/GBrayUT","Description","@GBrayUT","hachyderm.io","@GBrayUT@hachyderm.io","https://hachyderm.io/@GBrayUT","True"
"geo_walters","George Walters","https://twitter.com/geo_walters","Description","@geo_walters","c.im","@geo_walters@c.im","https://c.im/@geo_walters","True"
"GGreggB","Gregg Baumgart (he/him)","https://twitter.com/GGreggB","Description","@GGreggB","techhub.social","@GGreggB@techhub.social","https://techhub.social/@GGreggB","True"
"GlennAlanBerry","Glenn Berry (@GlennAlanBerry@techhub.social)","https://twitter.com/GlennAlanBerry","Name","@GlennAlanBerry","techhub.social","@GlennAlanBerry@techhub.social","https://techhub.social/@GlennAlanBerry","True"
"GreatBIReef","Business Intelligence Practice","https://twitter.com/GreatBIReef","UrlEntity","@greatbireef","medium.com","@greatbireef@medium.com","https://medium.com/@greatbireef","True"
"grrl_geek","Jes Schultz 🏳️‍🌈","https://twitter.com/grrl_geek","Description","@grrl_geek","mastodon.world","@grrl_geek@mastodon.world","https://mastodon.world/@grrl_geek","True"
"gwenshap","Gwen (Chen) Shapira","https://twitter.com/gwenshap","UrlEntity","@saas","www.youtube.com","@saas@www.youtube.com","https://www.youtube.com/@saas","True"
"IISResetMe","Mathias R. Jessen","https://twitter.com/IISResetMe","Description","@IISResetMe","infosec.exchange","@IISResetMe@infosec.exchange","https://infosec.exchange/@IISResetMe","True"
"InfosecVandana","Vandana Verma","https://twitter.com/InfosecVandana","Description","@infosecvandana","infosec.exchange","@infosecvandana@infosec.exchange","https://infosec.exchange/@infosecvandana","True"
"intoleranse","Johan Ludvig Brattås","https://twitter.com/intoleranse","Description","@SQLClause","dataplatform.social","@SQLClause@dataplatform.social","https://dataplatform.social/@SQLClause","True"
"issue_blessyou","Chris Worledge #RTRR","https://twitter.com/issue_blessyou","Description","@ChrisW1","mstdn.social","@ChrisW1@mstdn.social","https://mstdn.social/@ChrisW1","True"
"j_opdenakker","John Opdenakker","https://twitter.com/j_opdenakker","Description","@j_opdenakker","infosec.exchange","@j_opdenakker@infosec.exchange","https://infosec.exchange/@j_opdenakker","True"
"jansche","@jansche@mastodon.online","https://twitter.com/jansche","Name","@jansche","mastodon.online","@jansche@mastodon.online","https://mastodon.online/@jansche","True"
"janvanhumbeek","Jan Van humbeek","https://twitter.com/janvanhumbeek","Description","@janvanhumbeek","dataplatform.social","@janvanhumbeek@dataplatform.social","https://dataplatform.social/@janvanhumbeek","True"
"jasminfluri","Jasmin Fluri","https://twitter.com/jasminfluri","UrlEntity","@jasminfluri","medium.com","@jasminfluri@medium.com","https://medium.com/@jasminfluri","True"
"JasonMacEntee","Jason MacEntee","https://twitter.com/JasonMacEntee","Description","@macentee","mastodon.online","@macentee@mastodon.online","https://mastodon.online/@macentee","True"
"Jawz_84","Jos Koelewijn 🇺🇦🏳️‍🌈 @jkw@tech.lgbt","https://twitter.com/Jawz_84","Name","@jkw","tech.lgbt","@jkw@tech.lgbt","https://tech.lgbt/@jkw","True"
"jdanton","Joey D'Antoni","https://twitter.com/jdanton","Description","@jdanton","techhub.social","@jdanton@techhub.social","https://techhub.social/@jdanton","True"
"jeffhollan","Jeff Hollan","https://twitter.com/jeffhollan","Description","@jeffhollan","hachyderm.io","@jeffhollan@hachyderm.io","https://hachyderm.io/@jeffhollan","True"
"JKerski","John Kerski","https://twitter.com/JKerski","Description","@jkerski","mastodon.tech","@jkerski@mastodon.tech","https://mastodon.tech/@jkerski","True"
"JordanOrdix","Andreas Jordan (ORDIX AG)","https://twitter.com/JordanOrdix","Description","@JordanOrdix","home.social","@JordanOrdix@home.social","https://home.social/@JordanOrdix","True"
"jpomfret","Jess Pomfret (@Jpomfret@tech.lgbt)","https://twitter.com/jpomfret","Name","@Jpomfret","tech.lgbt","@Jpomfret@tech.lgbt","https://tech.lgbt/@Jpomfret","True"
"juliaferraioli","julia ferraioli","https://twitter.com/juliaferraioli","UrlEntity","@juliaferraioli","floss.social","@juliaferraioli@floss.social","https://floss.social/@juliaferraioli","True"
"julielerman","Julie Lerman","https://twitter.com/julielerman","Description","@JulieLerman","mas.to","@JulieLerman@mas.to","https://mas.to/@JulieLerman","True"
"justinjbird7","Justin Bird","https://twitter.com/justinjbird7","UrlEntity","@justinjbird","data-folks.masto.host","@justinjbird@data-folks.masto.host","https://data-folks.masto.host/@justinjbird","True"
"kelseyhightower","Kelsey Hightower","https://twitter.com/kelseyhightower","Description","@kelseyhightower","mastodon.social","@kelseyhightower@mastodon.social","https://mastodon.social/@kelseyhightower","True"
"KennyNeal","Kenny Neal","https://twitter.com/KennyNeal","Description","@kennyneal","twit.social","@kennyneal@twit.social","https://twit.social/@kennyneal","True"
"kevchant","Kevin Chant","https://twitter.com/kevchant","Description","@kevchant","techhub.social","@kevchant@techhub.social","https://techhub.social/@kevchant","True"
"Kjonge","Kasper de Jonge","https://twitter.com/Kjonge","Description","@kjonge","techhub.social","@kjonge@techhub.social","https://techhub.social/@kjonge","True"
"Ko_Ver","Koen Verbeeck 🇺🇦 🌈","https://twitter.com/Ko_Ver","Description","@koen","dataplatform.social.","@koen@dataplatform.social","https://dataplatform.social./@koen","True"
"l_avrot","Lætitia","https://twitter.com/l_avrot","Description","@l_avrot","fosstodon.org","@l_avrot@fosstodon.org","https://fosstodon.org/@l_avrot","True"
"leemarkum","Lee Markum","https://twitter.com/leemarkum","Description","@leemarkum","techhub.social","@leemarkum@techhub.social","https://techhub.social/@leemarkum","True"
"LeoNardPohl","@LeoNardPohl@chaos.social","https://twitter.com/LeoNardPohl","Name","@LeoNardPohl","chaos.social","@LeoNardPohl@chaos.social","https://chaos.social/@LeoNardPohl","True"
"lisacrispin","lisacrispin @lisacrispin@mastodon.social","https://twitter.com/lisacrispin","Name","@lisacrispin","mastodon.social","@lisacrispin@mastodon.social","https://mastodon.social/@lisacrispin","True"
"maddogttu","James 🌵","https://twitter.com/maddogttu","Description","@maddogttu","toot.community","@maddogttu@toot.community","https://toot.community/@maddogttu","True"
"marknca","Mark Nunnikhoven","https://twitter.com/marknca","Description","@marknca","infosec.exchange","@marknca@infosec.exchange","https://infosec.exchange/@marknca","True"
"martinwoodward","Martin Woodward","https://twitter.com/martinwoodward","UrlEntity","@martinwoodward","hachyderm.io","@martinwoodward@hachyderm.io","https://hachyderm.io/@martinwoodward","True"
"matthewpskelton","Matthew Skelton #BLM 💙🌻","https://twitter.com/matthewpskelton","UrlEntity","@matthewskelton","mastodon.social","@matthewskelton@mastodon.social","https://mastodon.social/@matthewskelton","True"
"mattstratton","Matty Stratton (currently inactive)","https://twitter.com/mattstratton","Description","@mattstratton","hachyderm.io","@mattstratton@hachyderm.io","https://hachyderm.io/@mattstratton","True"
"mdbdba","Mike Brown @ 127.0.0.1","https://twitter.com/mdbdba","UrlEntity","@mdbdba","masto.ai","@mdbdba@masto.ai","https://masto.ai/@mdbdba","True"
"mikebrondbjerg","Mike Brondbjerg","https://twitter.com/mikebrondbjerg","Description","@mikebrondbjerg","vis.social","@mikebrondbjerg@vis.social","https://vis.social/@mikebrondbjerg","True"
"MsSQLGirl","Julie Koesmarno - @mssqlgirl@techhub.social","https://twitter.com/MsSQLGirl","Name","@mssqlgirl","techhub.social","@mssqlgirl@techhub.social","https://techhub.social/@mssqlgirl","True"
"mullinsms","Matthew Mullins","https://twitter.com/mullinsms","Description","@mmullins","data-folks.masto.host","@mmullins@data-folks.masto.host","https://data-folks.masto.host/@mmullins","True"
"napalmgram","Stuart Moore","https://twitter.com/napalmgram","Description","@napalmgram","mastodon.social","@napalmgram@mastodon.social","https://mastodon.social/@napalmgram","True"
"Nican","Nican","https://twitter.com/Nican","UrlEntity","@Nican","meow.social","@Nican@meow.social","https://meow.social/@Nican","True"
"ninefyi","Lutfy.dev","https://twitter.com/ninefyi","UrlEntity","@pitichampeethong","medium.com","@pitichampeethong@medium.com","https://medium.com/@pitichampeethong","True"
"nocentino","Anthony E. Nocentino","https://twitter.com/nocentino","UrlEntity","@nocentino","techhub.social","@nocentino@techhub.social","https://techhub.social/@nocentino","True"
"norberteder","Norbert (@norberteder@mastodon.social)","https://twitter.com/norberteder","Name","@norberteder","mastodon.social","@norberteder@mastodon.social","https://mastodon.social/@norberteder","True"
"NULLgarity","Brian Garraty - @NULLgarity@sfba.social","https://twitter.com/NULLgarity","Name","@NULLgarity","sfba.social","@NULLgarity@sfba.social","https://sfba.social/@NULLgarity","True"
"Nullh","Neil Holmes","https://twitter.com/Nullh","Description","@nullh","warhammer.social","@nullh@warhammer.social","https://warhammer.social/@nullh","True"
"padd_hurst","Patrick Hurst","https://twitter.com/padd_hurst","Description","@TrueNorthDBA","mstdn.ca","@TrueNorthDBA@mstdn.ca","https://mstdn.ca/@TrueNorthDBA","True"
"PCurd","Peter Curd","https://twitter.com/PCurd","Description","@pcurd","mastodon.social","@pcurd@mastodon.social","https://mastodon.social/@pcurd","True"
"peschkaj","A Lizard Person in Tech","https://twitter.com/peschkaj","Description","@peschkaj","hachyderm.io","@peschkaj@hachyderm.io","https://hachyderm.io/@peschkaj","True"
"PickiHH","Tina Pickhardt","https://twitter.com/PickiHH","Description","@PickiHH","mastodon.social","@PickiHH@mastodon.social","https://mastodon.social/@PickiHH","True"
"PrivacyMaverick","Privacy Maverick","https://twitter.com/PrivacyMaverick","Description","@maverick","mastodon.think-privacy.com","@maverick@mastodon.think-privacy.com","https://mastodon.think-privacy.com/@maverick","True"
"psdbatools","dbatools","https://twitter.com/psdbatools","Description","@dbatools","dataplatform.social","@dbatools@dataplatform.social","https://dataplatform.social/@dbatools","True"
"pshore73","Peter Shore @pshore73@mas.to & @pshore73@counter.s","https://twitter.com/pshore73","Name","@pshore73","mas.to","@pshore73@mas.to","https://mas.to/@pshore73","True"
"Purple_Traci","Traci she/her @Purple_Traci@tech.lgbt","https://twitter.com/Purple_Traci","Name","@Purple_Traci","tech.lgbt","@Purple_Traci@tech.lgbt","https://tech.lgbt/@Purple_Traci","True"
"rakyll","Jaana Dogan ヤナ ドガン","https://twitter.com/rakyll","Description","@rakyll","m.rakyll.org","@rakyll@m.rakyll.org","https://m.rakyll.org/@rakyll","True"
"rharmsen","Robin Harmsen","https://twitter.com/rharmsen","UrlEntity","@rharmsen","mastodon.nl","@rharmsen@mastodon.nl","https://mastodon.nl/@rharmsen","True"
"RichardHopton","Richard Hopton","https://twitter.com/RichardHopton","Description","@RichardHopton","sfba.social","@RichardHopton@sfba.social","https://sfba.social/@RichardHopton","True"
"RicksterCDN","Rick Claus - @RicksterCDN@mastodon.social","https://twitter.com/RicksterCDN","Name","@RicksterCDN","mastodon.social","@RicksterCDN@mastodon.social","https://mastodon.social/@RicksterCDN","True"
"road42de","Christoph Jahn 🐼 @road42@mastodon.green","https://twitter.com/road42de","Name","@road42","mastodon.green","@road42@mastodon.green","https://mastodon.green/@road42","True"
"rob_farley","Rob Farley - @robf@mas.to","https://twitter.com/rob_farley","Name","@robf","mas.to","@robf@mas.to","https://mas.to/@robf","True"
"ruby_gem","Gemma Cameron @ruby_gem@mastodon.social","https://twitter.com/ruby_gem","Name","@ruby_gem","mastodon.social","@ruby_gem@mastodon.social","https://mastodon.social/@ruby_gem","True"
"runeo34","Rune Ovlien Rakeie | @rune@techhub.social","https://twitter.com/runeo34","Name","@rune","techhub.social","@rune@techhub.social","https://techhub.social/@rune","True"
"ryanyates1990","Ryan | Love will conquer over hate","https://twitter.com/ryanyates1990","Description","@kilasuit","mastodon.social","@kilasuit@mastodon.social","https://mastodon.social/@kilasuit","True"
"SamGuckenheimer","@Sam@ecoevo.social (Sam Guckenheimer)","https://twitter.com/SamGuckenheimer","Name","@Sam","ecoevo.social","@Sam@ecoevo.social","https://ecoevo.social/@Sam","True"
"scalablecory","Cory Nelson - @scalablecory@dotnet.social","https://twitter.com/scalablecory","Name","@scalablecory","dotnet.social","@scalablecory@dotnet.social","https://dotnet.social/@scalablecory","True"
"SeekandD3stroy","Seek And Destroy @SeekAndDestroy@mastodonapp.uk","https://twitter.com/SeekandD3stroy","Name","@SeekAndDestroy","mastodonapp.uk","@SeekAndDestroy@mastodonapp.uk","https://mastodonapp.uk/@SeekAndDestroy","True"
"shanselman","Scott Hanselman","https://twitter.com/shanselman","UrlEntity","@shanselman","hachyderm.io","@shanselman@hachyderm.io","https://hachyderm.io/@shanselman","True"
"siberianmi","Kevin Kolk 🐀| @siberian@hachyderm.io","https://twitter.com/siberianmi","Name","@siberian","hachyderm.io","@siberian@hachyderm.io","https://hachyderm.io/@siberian","True"
"simonw","Simon Willison","https://twitter.com/simonw","Description","@simon","simonwillison.net","@simon@simonwillison.net","https://simonwillison.net/@simon","True"
"sjkilleen","Sean Killeen 🇺🇦","https://twitter.com/sjkilleen","UrlEntity","@sjkilleen","mastodon.social","@sjkilleen@mastodon.social","https://mastodon.social/@sjkilleen","True"
"SkyscannerEng","Skyscanner Engineering","https://twitter.com/SkyscannerEng","UrlEntity","@skyscannereng","medium.com","@skyscannereng@medium.com","https://medium.com/@skyscannereng","True"
"SladesCross","Richard Evans","https://twitter.com/SladesCross","Description","@sladescross","toot.community.","@sladescross@toot.community","https://toot.community./@sladescross","True"
"SOZDBA","Shane O'Neill","https://twitter.com/SOZDBA","Description","@SOZDBA","techhub.social","@SOZDBA@techhub.social","https://techhub.social/@SOZDBA","True"
"sporri","@sporri@vivaldi.social","https://twitter.com/sporri","Name","@sporri","vivaldi.social","@sporri@vivaldi.social","https://vivaldi.social/@sporri","True"
"sql_unicorn","@sqlunicorn@techhub.social","https://twitter.com/sql_unicorn","Name","@sqlunicorn","techhub.social","@sqlunicorn@techhub.social","https://techhub.social/@sqlunicorn","True"
"sql_williamd","William Durkin (he/him)","https://twitter.com/sql_williamd","Description","@williamd","dataplatform.social","@williamd@dataplatform.social","https://dataplatform.social/@williamd","True"
"SQLBek","Andy Yun","https://twitter.com/SQLBek","Description","@SQLBek","techhub.social","@SQLBek@techhub.social","https://techhub.social/@SQLBek","True"
"SQLGene","Eugene Meidinger","https://twitter.com/SQLGene","Description","@Sqlgene","techhub.social","@Sqlgene@techhub.social","https://techhub.social/@Sqlgene","True"
"SQLPedro","Pedro Lopes | @sqlpedro@mas.to","https://twitter.com/SQLPedro","Name","@sqlpedro","mas.to","@sqlpedro@mas.to","https://mas.to/@sqlpedro","True"
"SQLSwimmer","Angela Henry @SQLSwimmer@dataplatform.social","https://twitter.com/SQLSwimmer","Name","@SQLSwimmer","dataplatform.social","@SQLSwimmer@dataplatform.social","https://dataplatform.social/@SQLSwimmer","True"
"SqlWorldWide","Taiob Ali (@sqlworldwide@techhub.social)","https://twitter.com/SqlWorldWide","Name","@sqlworldwide","techhub.social","@sqlworldwide@techhub.social","https://techhub.social/@sqlworldwide","True"
"StephenOakman","@Stephenoakman@mastodon.social","https://twitter.com/StephenOakman","Name","@Stephenoakman","mastodon.social","@Stephenoakman@mastodon.social","https://mastodon.social/@Stephenoakman","True"
"stevedesigner","Steve O'Connor 🐙","https://twitter.com/stevedesigner","UrlEntity","@steveoconnor","c.im","@steveoconnor@c.im","https://c.im/@steveoconnor","True"
"stuartleeks","Stuart Leeks","https://twitter.com/stuartleeks","Description","@stuartleeks","fosstodon.org","@stuartleeks@fosstodon.org","https://fosstodon.org/@stuartleeks","True"
"synkdorbit","synkdorbit 😷💉","https://twitter.com/synkdorbit","Description","@synkdorbit","masto.ai","@synkdorbit@masto.ai","https://masto.ai/@synkdorbit","True"
"SysAdminDrew","Drew Skwiers-Koballa","https://twitter.com/SysAdminDrew","Description","@sysadmindrew","tech.lgbt","@sysadmindrew@tech.lgbt","https://tech.lgbt/@sysadmindrew","True"
"tastapod","Daniel Terhorst-North","https://twitter.com/tastapod","UrlEntity","@tastapod","mastodon.social","@tastapod@mastodon.social","https://mastodon.social/@tastapod","True"
"Thrond","Thrond - @thrond@mastodon.social","https://twitter.com/Thrond","Name","@thrond","mastodon.social","@thrond@mastodon.social","https://mastodon.social/@thrond","True"
"Tim_Mitchell","Tim Mitchell (no $8 check mark here)","https://twitter.com/Tim_Mitchell","UrlEntity","@tmitch","mastodon.social","@tmitch@mastodon.social","https://mastodon.social/@tmitch","True"
"ToneHansson","Tone S. Hansson | @tonehansson@mas.to","https://twitter.com/ToneHansson","Name","@tonehansson","mas.to","@tonehansson@mas.to","https://mas.to/@tonehansson","True"
"trendoid","Aaron Stanley King","https://twitter.com/trendoid","UrlEntity","@trendoid","fosstodon.org","@trendoid@fosstodon.org","https://fosstodon.org/@trendoid","True"
"troyhunt","Troy Hunt","https://twitter.com/troyhunt","Description","@troyhunt","infosec.exchange","@troyhunt@infosec.exchange","https://infosec.exchange/@troyhunt","True"
"venzann","Dave Dustin","https://twitter.com/venzann","UrlEntity","@venzann","mastodon.nz","@venzann@mastodon.nz","https://mastodon.nz/@venzann","True"
"VesDBA","@ves@mastodon.online","https://twitter.com/VesDBA","Name","@ves","mastodon.online","@ves@mastodon.online","https://mastodon.online/@ves","True"
"Warwick_Rudd","Warwick Rudd - @Warwick_Rudd@mas.to","https://twitter.com/Warwick_Rudd","Name","@Warwick_Rudd","mas.to","@Warwick_Rudd@mas.to","https://mas.to/@Warwick_Rudd","True"
"webprofusion","Christopher Cook","https://twitter.com/webprofusion","Description","@webprofusion","hachyderm.io","@webprofusion@hachyderm.io","https://hachyderm.io/@webprofusion","True"
"Will_MI77","Will Thompson (@MI77@mastodon.online)","https://twitter.com/Will_MI77","Name","@MI77","mastodon.online","@MI77@mastodon.online","https://mastodon.online/@MI77","True"
"WiseDATAman","David Wiseman","https://twitter.com/WiseDATAman","Description","@wiseDATAman","dataplatform.social","@wiseDATAman@dataplatform.social","https://dataplatform.social/@wiseDATAman","True"
"YetAnotherSQL","Pat Phelan","https://twitter.com/YetAnotherSQL","Description","@YetAnotherSQL","noc.social","@YetAnotherSQL@noc.social","https://noc.social/@YetAnotherSQL","True"
