"TwitterUserName","TwitterUser","TwitterUrl","TwitterElement","MastodonUser","MastodonInstance","MastodonAccountAddress","MastodonUrl","IsValidDomain"
"BrianEh","Brian Ehlert @brianeh@hachyderm.io","https://twitter.com/BrianEh","Name","@brianeh","hachyderm.io","@brianeh@hachyderm.io","https://hachyderm.io/@brianeh","True"
"bsa","Brad Ackerman (@backerman@infosec.exchange)","https://twitter.com/bsa","Name","@backerman","infosec.exchange","@backerman@infosec.exchange","https://infosec.exchange/@backerman","True"
"byt3bl33d3r","Marcello","https://twitter.com/byt3bl33d3r","Description","@byt3bl33d3r","infosec.exchange","@byt3bl33d3r@infosec.exchange","https://infosec.exchange/@byt3bl33d3r","True"
"callidus2000","Sascha Spiekermann","https://twitter.com/callidus2000","UrlEntity","@callidus2000","ruhr.social","@callidus2000@ruhr.social","https://ruhr.social/@callidus2000","True"
"cambid83","@cambid83@chaos.social","https://twitter.com/cambid83","Name","@cambid83","chaos.social","@cambid83@chaos.social","https://chaos.social/@cambid83","True"
"cbrhh","Christopher Brumm","https://twitter.com/cbrhh","Description","@cbrhh","infosec.exchange","@cbrhh@infosec.exchange","https://infosec.exchange/@cbrhh","True"
"cfalta","Christoph Falta 🇺🇦","https://twitter.com/cfalta","Description","@cfalta","infosec.exchange","@cfalta@infosec.exchange","https://infosec.exchange/@cfalta","True"
"chaoticflaws","Kyle - @chaoticflaws@infosec.exchange 🇺🇦","https://twitter.com/chaoticflaws","Name","@chaoticflaws","infosec.exchange","@chaoticflaws@infosec.exchange","https://infosec.exchange/@chaoticflaws","True"
"chri_tea","Christian Lehrer @chri_tea@chaos.social","https://twitter.com/chri_tea","Name","@chri_tea","chaos.social","@chri_tea@chaos.social","https://chaos.social/@chri_tea","True"
"cl","@cl@dbatools.io 🐀","https://twitter.com/cl","Name","@cl","dbatools.io","@cl@dbatools.io","https://dbatools.io/@cl","True"
"ClaudioESSilva","Cláudio Silva","https://twitter.com/ClaudioESSilva","Description","@claudioessilva","dataplatform.social","@claudioessilva@dataplatform.social","https://dataplatform.social/@claudioessilva","True"
"cohnelly","cohnelly","https://twitter.com/cohnelly","Description","@cohnelly","infosec.exchange","@cohnelly@infosec.exchange","https://infosec.exchange/@cohnelly","True"
"CPorteous","Craig Porteous","https://twitter.com/CPorteous","Description","@cporteous","techhub.social","@cporteous@techhub.social","https://techhub.social/@cporteous","True"
"cvandal1985","Chris van Dal 🔰","https://twitter.com/cvandal1985","Description","@cvd","infosec.exchange","@cvd@infosec.exchange","https://infosec.exchange/@cvd","True"
"cyberg0100","Cyber Space (@cyberspace@mastodon.social)","https://twitter.com/cyberg0100","Name","@cyberspace","mastodon.social","@cyberspace@mastodon.social","https://mastodon.social/@cyberspace","True"
"damovisa","Damian Brady 🥑 🏠","https://twitter.com/damovisa","UrlEntity","@damovisa","hachyderm.io","@damovisa@hachyderm.io","https://hachyderm.io/@damovisa","True"
"dan_flr","@dNsl9r@norden.social","https://twitter.com/dan_flr","Name","@dNsl9r","norden.social","@dNsl9r@norden.social","https://norden.social/@dNsl9r","True"
"DanielSilv9","@DanielSSilva@techhub.social","https://twitter.com/DanielSilv9","Name","@DanielSSilva","techhub.social","@DanielSSilva@techhub.social","https://techhub.social/@DanielSSilva","True"
"david_das_neves","David das Neves","https://twitter.com/david_das_neves","Description","@daviddasneves","ioc.exchange","@daviddasneves@ioc.exchange","https://ioc.exchange/@daviddasneves","True"
"devnullid","Michael Colletti now @LegacyWhisperer@hachyderm.io","https://twitter.com/devnullid","Name","@LegacyWhisperer","hachyderm.io","@LegacyWhisperer@hachyderm.io","https://hachyderm.io/@LegacyWhisperer","True"
"doctordns","Thomas Lee @doctordns@masto.ai","https://twitter.com/doctordns","Name","@doctordns","masto.ai","@doctordns@masto.ai","https://masto.ai/@doctordns","True"
"fabian_bader","Fabian Bader","https://twitter.com/fabian_bader","Description","@fabian_bader","infosec.exchange","@fabian_bader@infosec.exchange","https://infosec.exchange/@fabian_bader","True"
"FeldyRios","Feldy Rios 🐀","https://twitter.com/FeldyRios","Description","@feldyrios","sfba.social","@feldyrios@sfba.social","https://sfba.social/@feldyrios","True"
"FishingDB1965","🎏 FishingDB 🇺🇲 🇺🇦","https://twitter.com/FishingDB1965","Description","@FishingDB","mstdn.party","@FishingDB@mstdn.party","https://mstdn.party/@FishingDB","True"
"GaelanSteele","Gaelan Steele","https://twitter.com/GaelanSteele","UrlEntity","@gaelan","queer.party","@gaelan@queer.party","https://queer.party/@gaelan","True"
"girlgerms","👩‍💻🧙‍♀️ Jess 'GirlGerms' Dodson (5x💉)","https://twitter.com/girlgerms","Description","@girlgerms","infosec.exchange","@girlgerms@infosec.exchange","https://infosec.exchange/@girlgerms","True"
"greggZ251","Gregg Lott","https://twitter.com/greggZ251","Description","@gregglsc","fosstodon.org","@gregglsc@fosstodon.org","https://fosstodon.org/@gregglsc","True"
"GTRoberts","@GTRoberts@mastodon.social","https://twitter.com/GTRoberts","Name","@GTRoberts","mastodon.social","@GTRoberts@mastodon.social","https://mastodon.social/@GTRoberts","True"
"IISResetMe","Mathias R. Jessen","https://twitter.com/IISResetMe","Description","@IISResetMe","infosec.exchange","@IISResetMe@infosec.exchange","https://infosec.exchange/@IISResetMe","True"
"InfoSec_Ash","Ashley","https://twitter.com/InfoSec_Ash","UrlEntity","@Infosec_ash","infosec.exchange","@Infosec_ash@infosec.exchange","https://infosec.exchange/@Infosec_ash","True"
"Infosec_Taylor","Ashley - Serious Security Scientist","https://twitter.com/Infosec_Taylor","Description","@koalafiedhacker","infosec.exchange","@koalafiedhacker@infosec.exchange","https://infosec.exchange/@koalafiedhacker","True"
"intoleranse","Johan Ludvig Brattås","https://twitter.com/intoleranse","Description","@SQLClause","dataplatform.social","@SQLClause@dataplatform.social","https://dataplatform.social/@SQLClause","True"
"jack_daniel","Jack Daniel (mostly offline)","https://twitter.com/jack_daniel","Description","@jack_daniel","mastodon.social","@jack_daniel@mastodon.social","https://mastodon.social/@jack_daniel","True"
"Jak0b_S","Jakob Schaefer - @JakobS@infosec.exchange","https://twitter.com/Jak0b_S","Name","@JakobS","infosec.exchange","@JakobS@infosec.exchange","https://infosec.exchange/@JakobS","True"
"Jakub_J_Simek","Jakub Šimek🇺🇸🇺🇦🇨🇿🇩🇪🇨🇵🇮🇱🇬🇧🇪🇺","https://twitter.com/Jakub_J_Simek","UrlEntity","@jakubsimek","wlo.link","@jakubsimek@wlo.link","https://wlo.link/@jakubsimek","True"
"JamesDBartlett3","James Bartlett","https://twitter.com/JamesDBartlett3","Description","@JamesDBartlett3","techhub.social","@JamesDBartlett3@techhub.social","https://techhub.social/@JamesDBartlett3","True"
"jamesoneill","James O'Neill (@jamesoneill@mastodon.cloud)","https://twitter.com/jamesoneill","Name","@jamesoneill","mastodon.cloud","@jamesoneill@mastodon.cloud","https://mastodon.cloud/@jamesoneill","True"
"JamesWMa","@james@techhub.social","https://twitter.com/JamesWMa","Name","@james","techhub.social","@james@techhub.social","https://techhub.social/@james","True"
"jandedobbeleer","Jan De Dobbeleer 🇪🇺🇺🇦🌻","https://twitter.com/jandedobbeleer","Description","@jan","social.ohmyposh.dev","@jan@social.ohmyposh.dev","https://social.ohmyposh.dev/@jan","True"
"Jawz_84","Jos Koelewijn 🇺🇦🏳️‍🌈 @jkw@tech.lgbt","https://twitter.com/Jawz_84","Name","@jkw","tech.lgbt","@jkw@tech.lgbt","https://tech.lgbt/@jkw","True"
"jayhutfles","Jay Hutfles","https://twitter.com/jayhutfles","UrlEntity","@jayhutfles","mastodon.social","@jayhutfles@mastodon.social","https://mastodon.social/@jayhutfles","True"
"Jaykul","Joel Bennett","https://twitter.com/Jaykul","Description","@jaykul","mastodon.xyz","@jaykul@mastodon.xyz","https://mastodon.xyz/@jaykul","True"
"jeanbaptiste_c","Jean-Baptiste C.","https://twitter.com/jeanbaptiste_c","UrlEntity","@jbc","mastodon.social","@jbc@mastodon.social","https://mastodon.social/@jbc","True"
"jeangruneberg","Jean Gruneberg","https://twitter.com/jeangruneberg","Description","@jeangruneberg","mastodon.online","@jeangruneberg@mastodon.online","https://mastodon.online/@jeangruneberg","True"
"JefTek","Jef Kazimer","https://twitter.com/JefTek","UrlEntity","@JefTek","infosec.exchange","@JefTek@infosec.exchange","https://infosec.exchange/@JefTek","True"
"jhoughes","Joe Houghes @jhoughes@vmst.io","https://twitter.com/jhoughes","Name","@jhoughes","vmst.io","@jhoughes@vmst.io","https://vmst.io/@jhoughes","True"
"JimTheGeekAU","Jim The Geek","https://twitter.com/JimTheGeekAU","Description","@jimthegeek","aus.social","@jimthegeek@aus.social","https://aus.social/@jimthegeek","True"
"jjasghar","JJ Asghar","https://twitter.com/jjasghar","Description","@jjasghar","mastodon.social","@jjasghar@mastodon.social","https://mastodon.social/@jjasghar","True"
"jln0x1","Julian","https://twitter.com/jln0x1","UrlEntity","@mialikescoffee","social.tchncs.de","@mialikescoffee@social.tchncs.de","https://social.tchncs.de/@mialikescoffee","True"
"john_joyner","John Joyner","https://twitter.com/john_joyner","Description","@john_joyner","infosec.exchange","@john_joyner@infosec.exchange","https://infosec.exchange/@john_joyner","True"
"jonwalz","Jonathan Walz","https://twitter.com/jonwalz","Description","@jw","twit.social","@jw@twit.social","https://twit.social/@jw","True"
"JordanOrdix","Andreas Jordan (ORDIX AG)","https://twitter.com/JordanOrdix","Description","@JordanOrdix","home.social","@JordanOrdix@home.social","https://home.social/@JordanOrdix","True"
"jpomfret","Jess Pomfret (@Jpomfret@tech.lgbt)","https://twitter.com/jpomfret","Name","@Jpomfret","tech.lgbt","@Jpomfret@tech.lgbt","https://tech.lgbt/@Jpomfret","True"
"jpvantuyl","John Van Tuyl","https://twitter.com/jpvantuyl","UrlEntity","@jpvantuyl","infosec.exchange","@jpvantuyl@infosec.exchange","https://infosec.exchange/@jpvantuyl","True"
"js_0505","Jason Squires","https://twitter.com/js_0505","Description","@JasonSquires","dataplatform.social","@JasonSquires@dataplatform.social","https://dataplatform.social/@JasonSquires","True"
"k_laage","Laage","https://twitter.com/k_laage","Description","@laage","mstdn.social","@laage@mstdn.social","https://mstdn.social/@laage","True"
"KevinMarquette","Kevin Marquette","https://twitter.com/KevinMarquette","Description","@kevinmarquette","fosstodon.org","@kevinmarquette@fosstodon.org","https://fosstodon.org/@kevinmarquette","True"
"kjacobsen","Kieran Jacobsen","https://twitter.com/kjacobsen","UrlEntity","@Kjacobsen","infosec.exchange","@Kjacobsen@infosec.exchange","https://infosec.exchange/@Kjacobsen","True"
"koumdros","koumdros","https://twitter.com/koumdros","UrlEntity","@koumdros","mastodon.social","@koumdros@mastodon.social","https://mastodon.social/@koumdros","True"
"Lee_Holmes","Lee Holmes","https://twitter.com/Lee_Holmes","Description","@Lee_Holmes","infosec.exchange","@Lee_Holmes@infosec.exchange","https://infosec.exchange/@Lee_Holmes","True"
"LiohMoeller","LiohMoeller","https://twitter.com/LiohMoeller","Description","@Lioh","social.anoxinon.de","@Lioh@social.anoxinon.de","https://social.anoxinon.de/@Lioh","True"
"LogicalDiagram","Chris Hunt","https://twitter.com/LogicalDiagram","UrlEntity","@chris_hunt","hachyderm.io","@chris_hunt@hachyderm.io","https://hachyderm.io/@chris_hunt","True"
"madebygps","Gwyneth Peña-Siguenza","https://twitter.com/madebygps","UrlEntity","@gps","hachyderm.io","@gps@hachyderm.io","https://hachyderm.io/@gps","True"
"ManningBooks","Manning Publications","https://twitter.com/ManningBooks","Description","@ManningPublications","techhub.social","@ManningPublications@techhub.social","https://techhub.social/@ManningPublications","True"
"marav3di","David Frazer","https://twitter.com/marav3di","UrlEntity","@maravedi","infosec.exchange","@maravedi@infosec.exchange","https://infosec.exchange/@maravedi","True"
"marcduiker","Marc Duiker 👾🎨⚡","https://twitter.com/marcduiker","Description","@marcduiker","mstdn.social","@marcduiker@mstdn.social","https://mstdn.social/@marcduiker","True"
"MarkusMichalski","Markus Michalski 👨‍💻☁","https://twitter.com/MarkusMichalski","UrlEntity","@markusm","infosec.exchange","@markusm@infosec.exchange","https://infosec.exchange/@markusm","True"
"martijnbrant","Martijn Brant","https://twitter.com/martijnbrant","Description","@martijnbrant","mastodon.nl","@martijnbrant@mastodon.nl","https://mastodon.nl/@martijnbrant","True"
"mathiasmoberg","Karl Mathias Moberg - @kmoberg@mastodon.social","https://twitter.com/mathiasmoberg","Name","@kmoberg","mastodon.social","@kmoberg@mastodon.social","https://mastodon.social/@kmoberg","True"
"mattcorr","Matt Corr @mattcorr@hachyderm.io","https://twitter.com/mattcorr","Name","@mattcorr","hachyderm.io","@mattcorr@hachyderm.io","https://hachyderm.io/@mattcorr","True"
"MattiAronen","Matti Aronen","https://twitter.com/MattiAronen","UrlEntity","@damage","defcon.social","@damage@defcon.social","https://defcon.social/@damage","True"
"mderooij","Michel de Rooij","https://twitter.com/mderooij","UrlEntity","@mderooij","mastodon.cloud","@mderooij@mastodon.cloud","https://mastodon.cloud/@mderooij","True"
"merill","Merill Fernando","https://twitter.com/merill","Description","@merill","infosec.exchange","@merill@infosec.exchange","https://infosec.exchange/@merill","True"
"mijenix","mijenix🐡🏴‍☠️","https://twitter.com/mijenix","Description","@mijenix","bsd.network","@mijenix@bsd.network","https://bsd.network/@mijenix","True"
"MikeShepard70","Mike Shepard","https://twitter.com/MikeShepard70","Description","@MikeShepard","techhub.social","@MikeShepard@techhub.social","https://techhub.social/@MikeShepard","True"
"Mimi_Sec","Festive Mimi The Exhausted","https://twitter.com/Mimi_Sec","UrlEntity","@Mimi_Sec","infosec.exchange","@Mimi_Sec@infosec.exchange","https://infosec.exchange/@Mimi_Sec","True"
"mindlessdk","Roland Jørgensen - @mindlessdk@infosec.exchange","https://twitter.com/mindlessdk","Name","@mindlessdk","infosec.exchange","@mindlessdk@infosec.exchange","https://infosec.exchange/@mindlessdk","True"
"mlgr18389355","mlgr","https://twitter.com/mlgr18389355","Description","@mlgr18389355","mastodon.sdf.org","@mlgr18389355@mastodon.sdf.org","https://mastodon.sdf.org/@mlgr18389355","True"
"mm4698534199","MartinH","https://twitter.com/mm4698534199","Description","@martinh","ioc.exchange","@martinh@ioc.exchange","https://ioc.exchange/@martinh","True"
"mniehaus","Michael Niehaus","https://twitter.com/mniehaus","Description","@mniehaus","twit.social","@mniehaus@twit.social","https://twit.social/@mniehaus","True"
"mojoaar","Morten Johansen (@mojoaar@pwsh.social)","https://twitter.com/mojoaar","Name","@mojoaar","pwsh.social","@mojoaar@pwsh.social","https://pwsh.social/@mojoaar","True"
"MrBenChung","Ben Chung","https://twitter.com/MrBenChung","UrlEntity","@mrbenchung","infosec.exchange","@mrbenchung@infosec.exchange","https://infosec.exchange/@mrbenchung","True"
"mrhvid","Jonas Sommer Nielsen","https://twitter.com/mrhvid","Description","@mrhvid","twit.social","@mrhvid@twit.social","https://twit.social/@mrhvid","True"
"MsSQLGirl","Julie Koesmarno - @mssqlgirl@techhub.social","https://twitter.com/MsSQLGirl","Name","@mssqlgirl","techhub.social","@mssqlgirl@techhub.social","https://techhub.social/@mssqlgirl","True"
"napalmgram","Stuart Moore","https://twitter.com/napalmgram","Description","@napalmgram","mastodon.social","@napalmgram@mastodon.social","https://mastodon.social/@napalmgram","True"
"neeilk2028","Neel","https://twitter.com/neeilk2028","UrlEntity","@neeilk2028","hachyderm.io","@neeilk2028@hachyderm.io","https://hachyderm.io/@neeilk2028","True"
"NicholasDille","Nicholas Dille @nicholasdille@freiburg.social","https://twitter.com/NicholasDille","Name","@nicholasdille","freiburg.social","@nicholasdille@freiburg.social","https://freiburg.social/@nicholasdille","True"
"nocentino","Anthony E. Nocentino","https://twitter.com/nocentino","UrlEntity","@nocentino","techhub.social","@nocentino@techhub.social","https://techhub.social/@nocentino","True"
"Nullh","Neil Holmes","https://twitter.com/Nullh","Description","@nullh","warhammer.social","@nullh@warhammer.social","https://warhammer.social/@nullh","True"
"opendev","Sven @opendev@chaos.social","https://twitter.com/opendev","Name","@opendev","chaos.social","@opendev@chaos.social","https://chaos.social/@opendev","True"
"orion3311","Jeff G @orion3311@mastodon.social","https://twitter.com/orion3311","Name","@orion3311","mastodon.social","@orion3311@mastodon.social","https://mastodon.social/@orion3311","True"
"pandakaebi","Christopher","https://twitter.com/pandakaebi","UrlEntity","@christopher","aus.social","@christopher@aus.social","https://aus.social/@christopher","True"
"pauby","Paul Broadwith","https://twitter.com/pauby","Description","@pauby","mastodon.social","@pauby@mastodon.social","https://mastodon.social/@pauby","True"
"paulrichwine","Paul Richwine","https://twitter.com/paulrichwine","Description","@paulrichwine","mastodon.social","@paulrichwine@mastodon.social","https://mastodon.social/@paulrichwine","True"
"pcgeek86","Trevor Sullivan","https://twitter.com/pcgeek86","UrlEntity","@pcgeek86","truthsocial.com","@pcgeek86@truthsocial.com","https://truthsocial.com/@pcgeek86","True"
"pdtit","peter de tender @pdtit@mastodon.social","https://twitter.com/pdtit","Name","@pdtit","mastodon.social","@pdtit@mastodon.social","https://mastodon.social/@pdtit","True"
"peterholzner","Peter Holzner (not parody)","https://twitter.com/peterholzner","UrlEntity","@peterholzner","troet.cafe","@peterholzner@troet.cafe","https://troet.cafe/@peterholzner","True"
"power_napz","Robert Knapp","https://twitter.com/power_napz","Description","@power_napz","infosec.exchange","@power_napz@infosec.exchange","https://infosec.exchange/@power_napz","True"
"projectdp","p̻̻̥r̥̻̥o̻j̤͛ec͔t̞dp🦣@projectdp@infosec.exchange","https://twitter.com/projectdp","Name","@projectdp","infosec.exchange","@projectdp@infosec.exchange","https://infosec.exchange/@projectdp","True"
"PSAdm","@psadm@hachyderm.io","https://twitter.com/PSAdm","Name","@psadm","hachyderm.io","@psadm@hachyderm.io","https://hachyderm.io/@psadm","True"
"psCookieMonster","Warren F.","https://twitter.com/psCookieMonster","Description","@wf","mastodon.social","@wf@mastodon.social","https://mastodon.social/@wf","True"
"psdbatools","dbatools","https://twitter.com/psdbatools","Description","@dbatools","dataplatform.social","@dbatools@dataplatform.social","https://dataplatform.social/@dbatools","True"
"psingletary","Patrick Singletary","https://twitter.com/psingletary","Description","@psingletary","mastodon.online","@psingletary@mastodon.online","https://mastodon.online/@psingletary","True"
"RalfiedePalfie","Ralf","https://twitter.com/RalfiedePalfie","Description","@dblan","mstdn.social","@dblan@mstdn.social","https://mstdn.social/@dblan","True"
"ReactorJoe","Joe Gasper 🌊 ᓚᘏᗢ ¯\_(ツ)_/¯ 💙💛","https://twitter.com/ReactorJoe","Description","@ReactorJoe","mastodon.cloud","@ReactorJoe@mastodon.cloud","https://mastodon.cloud/@ReactorJoe","True"
"rfoust","Robbie Foust","https://twitter.com/rfoust","Description","@rfoust","infosec.exchange","@rfoust@infosec.exchange","https://infosec.exchange/@rfoust","True"
"ryanyates1990","Ryan | Love will conquer over hate","https://twitter.com/ryanyates1990","Description","@kilasuit","mastodon.social","@kilasuit@mastodon.social","https://mastodon.social/@kilasuit","True"
"sakesun","@sakesun@fosstodon.org","https://twitter.com/sakesun","Name","@sakesun","fosstodon.org","@sakesun@fosstodon.org","https://fosstodon.org/@sakesun","True"
"sattapaal","sattapaal","https://twitter.com/sattapaal","Description","@satpal","mastodon.social","@satpal@mastodon.social","https://mastodon.social/@satpal","True"
"SBSDiva","Elon Musk parody of a blue check","https://twitter.com/SBSDiva","UrlEntity","@susanbradley","infosec.exchange","@susanbradley@infosec.exchange","https://infosec.exchange/@susanbradley","True"
"seickhimself","@seickhimself@chaos.social","https://twitter.com/seickhimself","Name","@seickhimself","chaos.social","@seickhimself@chaos.social","https://chaos.social/@seickhimself","True"
"SFoskett","Stephen Foskett","https://twitter.com/SFoskett","UrlEntity","@SFoskett","techfieldday.net","@SFoskett@techfieldday.net","https://techfieldday.net/@SFoskett","True"
"shanselman","Scott Hanselman","https://twitter.com/shanselman","UrlEntity","@shanselman","hachyderm.io","@shanselman@hachyderm.io","https://hachyderm.io/@shanselman","True"
"shehackspurple","Tanya Janca","https://twitter.com/shehackspurple","UrlEntity","@SheHacksPurple","infosec.exchange","@SheHacksPurple@infosec.exchange","https://infosec.exchange/@SheHacksPurple","True"
"Shockswift11","Shockswift","https://twitter.com/Shockswift11","UrlEntity","@Shockswift","wlo.link","@Shockswift@wlo.link","https://wlo.link/@Shockswift","True"
"skatterbrainzz","Sk@tterBr@inZz","https://twitter.com/skatterbrainzz","Description","@skatterbrainz","infosec.exchange","@skatterbrainz@infosec.exchange","https://infosec.exchange/@skatterbrainz","True"
"Slaughterhut","Jason B","https://twitter.com/Slaughterhut","UrlEntity","@kusuriya","hackers.town","@kusuriya@hackers.town","https://hackers.town/@kusuriya","True"
"SOZDBA","Shane O'Neill","https://twitter.com/SOZDBA","Description","@SOZDBA","techhub.social","@SOZDBA@techhub.social","https://techhub.social/@SOZDBA","True"
"StefanKoell","Stefan Koell","https://twitter.com/StefanKoell","Description","@stefankoell","masto.ai","@stefankoell@masto.ai","https://masto.ai/@stefankoell","True"
"suushier","Suzanne Daniels✨","https://twitter.com/suushier","Description","@suzanne","suuu.us","@suzanne@suuu.us","https://suuu.us/@suzanne","True"
"TEXIERAlexis","Alexis TEXIER","https://twitter.com/TEXIERAlexis","Description","@TEXIERAlexis","piaille.fr","@TEXIERAlexis@piaille.fr","https://piaille.fr/@TEXIERAlexis","True"
"TheBigBearUK","The BigBear UK","https://twitter.com/TheBigBearUK","Description","@TheBigBear","infosec.exchange","@TheBigBear@infosec.exchange","https://infosec.exchange/@TheBigBear","True"
"TheConciergeDev","thec0nci3rge","https://twitter.com/TheConciergeDev","UrlEntity","@thec0nci3rge","mastodon.social","@thec0nci3rge@mastodon.social","https://mastodon.social/@thec0nci3rge","True"
"thedavecarroll","Dave Carroll","https://twitter.com/thedavecarroll","UrlEntity","@thedavecarroll","fosstodon.org","@thedavecarroll@fosstodon.org","https://fosstodon.org/@thedavecarroll","True"
"theflyingcorpse","Rune Darrud","https://twitter.com/theflyingcorpse","Description","@theflyincorpse","mastodon.social","@theflyincorpse@mastodon.social","https://mastodon.social/@theflyincorpse","True"
"TheRockstarDBA","Kin Shah | @kinshah@dataplatform.social","https://twitter.com/TheRockstarDBA","Name","@kinshah","dataplatform.social","@kinshah@dataplatform.social","https://dataplatform.social/@kinshah","True"
"theyodelingdad","The Yodeling Dad, HSD, CO-1993, 4YC, DNG","https://twitter.com/theyodelingdad","UrlEntity","@blueyodeler","mstdn.social","@blueyodeler@mstdn.social","https://mstdn.social/@blueyodeler","True"
"ThomasVochten","Thomas Vochten","https://twitter.com/ThomasVochten","UrlEntity","@thomasvochten","mastodon.online","@thomasvochten@mastodon.online","https://mastodon.online/@thomasvochten","True"
"tiff_seattle","Tiffany Von Arnim","https://twitter.com/tiff_seattle","Description","@tiff_seattle","mstdn.party","@tiff_seattle@mstdn.party","https://mstdn.party/@tiff_seattle","True"
"trevorswanson27","Trevor Swanson","https://twitter.com/trevorswanson27","UrlEntity","@tswan","mstdn.social","@tswan@mstdn.social","https://mstdn.social/@tswan","True"
"TtS1fSjyadfOda0","Me","https://twitter.com/TtS1fSjyadfOda0","Description","@abstract_drift","mstdn.social","@abstract_drift@mstdn.social","https://mstdn.social/@abstract_drift","True"
"udubnate","Nate","https://twitter.com/udubnate","UrlEntity","@udubnate","hachyderm.io","@udubnate@hachyderm.io","https://hachyderm.io/@udubnate","True"
"uncommonsensenl","Jan Hoek","https://twitter.com/uncommonsensenl","Description","@jhoek","mastodon.social","@jhoek@mastodon.social","https://mastodon.social/@jhoek","True"
"vexx32","Rain (they/she)","https://twitter.com/vexx32","Description","@vexx32","toot.cat","@vexx32@toot.cat","https://toot.cat/@vexx32","True"
"viniciusxp","Vinicius","https://twitter.com/viniciusxp","UrlEntity","@viniciusxp","fosstodon.org","@viniciusxp@fosstodon.org","https://fosstodon.org/@viniciusxp","True"
